BioProject,dnaQ_cluster,mutL_cluster,mutS_cluster,mutT_cluster,mutY_cluster,uvrD_cluster,count
PRJNA287460,cluster33,cluster46,cluster51,cluster48,cluster43,cluster31,1
PRJNA287460,cluster39,cluster46,cluster64,cluster59,cluster54,cluster4,1
PRJNA287460,cluster4,cluster5,cluster5,cluster5,none,cluster5,1
PRJNA287460,cluster40,cluster2,cluster14,cluster13,cluster11,cluster11,1
PRJNA287460,cluster49,cluster46,cluster82,cluster59,cluster54,cluster4,1
PRJNA287460,cluster5,cluster3,cluster27,cluster3,cluster25,cluster3,1
PRJNA287460,cluster5,cluster3,cluster27,cluster3,cluster72,cluster3,1
PRJNA287460,cluster5,cluster48,cluster53,cluster50,cluster45,cluster32,1
PRJNA287460,cluster5,cluster66,cluster32,cluster3,cluster3,cluster6,1
PRJNA287460,cluster50,cluster4,cluster86,cluster4,cluster74,cluster4,1
PRJNA287746,cluster7,cluster22,cluster8,cluster23,cluster70,cluster44,1
PRJNA287868,cluster35,cluster50,cluster55,cluster52,cluster48,cluster33,1
PRJNA287872,cluster7,cluster22,cluster8,cluster23,cluster70,cluster44,1
PRJNA287873,cluster7,cluster22,cluster24,cluster23,cluster70,cluster44,1
PRJNA287874,cluster7,cluster22,cluster24,cluster22,cluster22,cluster5,1
PRJNA287880,cluster7,cluster22,cluster24,cluster22,cluster22,cluster5,1
PRJNA290794,cluster52,cluster70,cluster90,cluster81,cluster78,cluster48,1
PRJNA292453,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA292453,cluster1,cluster110,cluster128,cluster1,cluster108,cluster74,1
PRJNA292453,cluster1,cluster14,cluster50,cluster9,cluster42,cluster8,1
PRJNA292453,cluster1,cluster8,cluster50,cluster9,cluster1,cluster5,1
PRJNA292453,cluster1,cluster8,cluster9,cluster9,cluster1,cluster8,1
PRJNA292453,cluster1,cluster80,cluster85,cluster78,cluster59,cluster45,1
PRJNA292453,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,2
PRJNA292453,cluster10,cluster14,cluster68,cluster9,cluster13,cluster5,1
PRJNA292453,cluster10,cluster14,cluster76,cluster70,cluster66,cluster43,3
PRJNA292453,cluster10,cluster8,cluster118,cluster104,cluster99,cluster5,1
PRJNA292453,cluster10,cluster8,cluster72,cluster70,cluster65,cluster5,1
PRJNA292453,cluster11,cluster4,cluster16,cluster13,cluster2,cluster12,4
PRJNA292453,cluster15,cluster18,cluster20,cluster18,cluster19,cluster14,2
PRJNA292453,cluster2,cluster106,cluster2,cluster113,cluster2,cluster72,1
PRJNA292453,cluster2,cluster11,cluster11,cluster15,cluster16,cluster4,3
PRJNA292453,cluster2,cluster12,cluster12,cluster4,cluster11,cluster4,3
PRJNA292453,cluster2,cluster12,cluster70,cluster62,cluster57,cluster39,2
PRJNA292453,cluster2,cluster2,cluster14,cluster13,cluster11,cluster11,2
PRJNA292453,cluster2,cluster2,cluster14,cluster13,cluster11,cluster46,3
PRJNA292453,cluster2,cluster2,cluster2,cluster2,cluster2,cluster2,4
PRJNA292453,cluster2,cluster2,cluster73,cluster2,cluster2,cluster2,1
PRJNA292453,cluster2,cluster4,cluster127,cluster4,cluster4,cluster4,1
PRJNA292453,cluster2,cluster4,cluster4,cluster69,cluster4,cluster4,1
PRJNA292453,cluster2,cluster46,cluster80,cluster76,cluster71,cluster11,2
PRJNA292453,cluster2,cluster46,cluster83,cluster77,cluster11,cluster4,1
PRJNA292453,cluster2,cluster55,cluster66,cluster4,cluster11,cluster38,2
PRJNA292453,cluster2,cluster55,cluster66,cluster4,cluster11,cluster77,1
PRJNA292453,cluster2,cluster64,cluster77,cluster73,cluster6,cluster4,1
PRJNA292453,cluster20,cluster100,cluster10,cluster21,cluster20,cluster6,1
PRJNA292453,cluster20,cluster16,cluster33,cluster30,cluster47,cluster6,1
PRJNA292453,cluster21,cluster116,none,cluster12,cluster53,cluster10,1
PRJNA292453,cluster21,cluster13,none,cluster105,cluster53,cluster68,1
PRJNA292453,cluster21,cluster13,none,cluster12,cluster53,cluster10,1
PRJNA292453,cluster21,cluster13,none,cluster58,cluster53,cluster10,1
PRJNA292453,cluster21,cluster13,none,cluster68,cluster62,cluster10,1
PRJNA292453,cluster21,cluster30,none,cluster12,cluster29,cluster10,1
PRJNA292453,cluster26,cluster103,cluster41,cluster109,cluster103,cluster5,1
PRJNA292453,cluster26,cluster47,cluster52,cluster49,cluster44,cluster5,1
PRJNA292453,cluster26,cluster5,cluster41,cluster111,cluster105,cluster5,1
PRJNA292453,cluster29,cluster39,cluster42,cluster40,cluster109,cluster27,1
PRJNA292453,cluster34,cluster12,cluster12,cluster4,cluster11,cluster4,1
PRJNA292453,cluster37,cluster101,cluster7,cluster7,cluster7,cluster7,1
PRJNA292453,cluster38,cluster54,cluster69,cluster57,cluster52,cluster36,2
PRJNA292453,cluster39,cluster46,cluster64,cluster59,cluster54,cluster4,3
PRJNA292453,cluster4,cluster5,cluster5,cluster5,cluster5,cluster5,1
PRJNA292453,cluster40,cluster2,cluster14,cluster13,cluster11,cluster11,1
PRJNA292453,cluster40,cluster2,cluster67,cluster13,cluster55,cluster2,2
PRJNA292453,cluster41,cluster56,cluster5,cluster61,cluster56,cluster5,3
PRJNA292453,cluster42,cluster13,none,cluster12,cluster53,cluster10,1
PRJNA292453,cluster42,cluster13,none,cluster58,cluster53,cluster10,1
PRJNA292453,cluster43,cluster8,cluster72,cluster9,cluster59,cluster5,5
PRJNA292453,cluster44,cluster111,none,cluster64,cluster60,cluster40,1
PRJNA292453,cluster44,cluster13,none,cluster58,cluster63,cluster10,1
PRJNA292453,cluster44,none,none,cluster64,cluster60,cluster40,1
PRJNA292453,cluster45,cluster115,cluster131,cluster121,cluster61,cluster41,1
PRJNA292453,cluster45,cluster58,cluster132,cluster117,cluster61,cluster80,1
PRJNA292453,cluster45,cluster58,cluster74,cluster117,cluster61,cluster79,1
PRJNA292453,cluster45,cluster58,cluster74,cluster65,cluster61,cluster41,3
PRJNA292453,cluster45,cluster59,cluster75,cluster66,cluster61,cluster41,1
PRJNA292453,cluster48,cluster105,cluster122,cluster112,cluster106,cluster4,1
PRJNA292453,cluster5,cluster20,cluster57,cluster30,cluster6,cluster34,1
PRJNA292453,cluster5,cluster3,cluster32,cluster41,cluster3,cluster62,1
PRJNA292453,cluster5,cluster48,cluster53,cluster50,cluster45,cluster32,3
PRJNA292453,cluster5,cluster48,cluster57,cluster71,cluster107,cluster6,1
PRJNA292453,cluster5,cluster60,cluster3,cluster67,cluster3,cluster42,2
PRJNA292453,cluster5,cluster98,cluster119,cluster71,cluster6,cluster6,1
PRJNA292453,cluster60,cluster89,cluster111,cluster21,cluster93,cluster61,4
PRJNA292453,cluster60,cluster89,cluster111,cluster21,cluster94,cluster61,1
PRJNA292453,cluster64,cluster102,cluster120,cluster108,cluster102,cluster67,1
PRJNA292453,cluster65,cluster13,none,cluster107,cluster12,cluster10,1
PRJNA292453,cluster65,cluster13,none,cluster114,cluster101,cluster10,1
PRJNA292453,cluster65,cluster13,none,cluster118,cluster101,cluster10,1
PRJNA292453,cluster66,cluster104,cluster121,cluster110,cluster104,cluster71,1
PRJNA292453,cluster67,cluster8,cluster50,cluster1,cluster59,cluster43,1
PRJNA292453,cluster68,cluster105,cluster123,cluster115,cluster69,cluster4,1
PRJNA292453,cluster69,cluster107,cluster124,cluster4,cluster74,cluster4,1
PRJNA292453,cluster69,cluster11,cluster11,cluster4,cluster11,cluster75,1
PRJNA292453,cluster7,cluster36,cluster5,cluster8,cluster64,cluster5,2
PRJNA292453,cluster70,cluster108,cluster125,cluster116,none,cluster73,1
PRJNA292453,cluster71,cluster109,cluster126,cluster117,cluster61,cluster41,1
PRJNA292453,cluster72,cluster112,cluster129,cluster119,cluster110,cluster76,1
PRJNA292453,cluster73,cluster107,cluster124,cluster4,cluster74,cluster4,1
PRJNA292453,cluster74,cluster114,cluster130,cluster1,cluster1,cluster78,1
PRJNA292453,cluster75,cluster2,cluster2,cluster13,cluster2,cluster2,1
PRJNA292453,cluster76,cluster13,none,cluster114,cluster53,cluster10,1
PRJNA292453,cluster8,cluster113,cluster10,cluster120,cluster111,cluster6,1
PRJNA292453,cluster8,cluster19,cluster21,cluster19,cluster20,cluster6,1
PRJNA292453,cluster8,cluster25,cluster26,cluster21,cluster25,cluster6,1
PRJNA292453,cluster8,cluster57,cluster71,cluster63,cluster58,cluster6,3
PRJNA292453,cluster8,cluster9,cluster10,cluster10,cluster9,cluster6,2
PRJNA292453,cluster9,cluster13,none,cluster12,cluster12,cluster10,1
PRJNA292453,cluster9,cluster13,none,cluster53,cluster49,cluster10,2
PRJNA292453,cluster9,cluster13,none,cluster58,cluster101,cluster70,1
PRJNA292453,cluster9,cluster99,none,cluster106,cluster100,cluster69,1
PRJNA295866,cluster2,cluster64,cluster77,cluster73,cluster6,cluster4,1
PRJNA295867,cluster48,cluster65,cluster78,cluster74,cluster69,cluster4,1
PRJNA295874,cluster7,cluster22,cluster24,cluster22,cluster22,cluster5,1
PRJNA295876,cluster3,cluster3,cluster61,cluster56,cluster51,cluster6,1
PRJNA295879,cluster4,cluster5,cluster5,cluster5,cluster5,cluster5,1
PRJNA295880,cluster32,cluster45,cluster47,cluster46,cluster40,cluster4,1
PRJNA295881,cluster8,cluster42,cluster10,cluster91,cluster20,cluster6,1
PRJNA295883,cluster1,cluster80,cluster85,cluster78,cluster59,cluster45,1
PRJNA295884,cluster56,cluster83,cluster102,cluster93,cluster85,cluster54,1
PRJNA295885,cluster2,cluster46,cluster83,cluster77,cluster84,cluster4,1
PRJNA295886,cluster2,cluster81,cluster83,cluster77,cluster11,cluster4,1
PRJNA295887,cluster2,cluster46,cluster80,cluster76,cluster71,cluster11,1
PRJNA295888,cluster3,cluster3,cluster61,cluster56,cluster51,cluster6,1
PRJNA296732,cluster8,cluster24,cluster79,cluster75,cluster20,cluster6,1
PRJNA296733,cluster10,cluster8,cluster50,cluster9,cluster59,cluster5,1
PRJNA296734,cluster46,cluster6,cluster57,cluster71,cluster67,cluster6,1
PRJNA296735,cluster5,cluster62,cluster3,cluster3,cluster68,cluster6,1
PRJNA296736,cluster5,cluster82,cluster101,cluster92,cluster6,cluster6,1
PRJNA296737,cluster47,cluster63,cluster35,cluster72,cluster30,cluster22,1
PRJNA296738,cluster5,cluster61,cluster27,cluster67,cluster3,cluster6,1
PRJNA296742,cluster15,cluster18,cluster20,cluster18,cluster19,cluster14,1
PRJNA296833,cluster3,cluster3,cluster61,cluster56,cluster51,cluster6,1
PRJNA301753,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,1
PRJNA301754,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,1
PRJNA305105,cluster54,cluster73,cluster94,cluster84,cluster81,cluster50,1
PRJNA31357,cluster9,cluster13,cluster13,cluster12,cluster12,cluster10,1
PRJNA323,cluster3,cluster3,cluster3,cluster3,cluster3,cluster3,1
PRJNA323624,cluster51,cluster24,cluster89,cluster80,cluster77,cluster47,1
PRJNA323624,cluster8,cluster42,cluster10,cluster21,cluster76,cluster6,1
PRJNA329466,cluster18,cluster71,cluster91,cluster82,cluster19,cluster18,1
PRJNA33201,cluster2,cluster4,cluster4,cluster4,cluster4,cluster4,1
PRJNA33203,cluster4,cluster5,cluster5,cluster5,cluster5,cluster5,1
PRJNA33205,cluster2,cluster12,cluster12,cluster4,cluster11,cluster4,1
PRJNA33213,cluster5,cluster6,cluster6,cluster6,cluster6,cluster6,1
PRJNA33215,cluster6,cluster7,cluster7,cluster7,cluster7,cluster7,2
PRJNA33217,cluster7,cluster5,cluster8,cluster8,cluster8,cluster5,1
PRJNA33219,cluster1,cluster8,cluster9,cluster9,cluster1,cluster8,1
PRJNA33221,cluster8,cluster9,cluster10,cluster10,cluster9,cluster6,1
PRJNA33225,cluster5,cluster10,none,cluster11,cluster10,cluster6,1
PRJNA339321,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA339322,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA339323,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA339325,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA339326,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA339327,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA339658,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA339669,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA339670,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA345357,cluster1,cluster67,cluster85,cluster78,cluster59,cluster45,1
PRJNA345357,cluster10,cluster86,cluster106,cluster9,cluster87,cluster5,1
PRJNA345357,cluster2,cluster46,cluster80,cluster76,cluster86,cluster11,1
PRJNA345357,cluster2,cluster46,cluster81,cluster76,cluster71,cluster11,2
PRJNA345357,cluster26,cluster36,cluster107,cluster95,cluster14,cluster57,1
PRJNA345357,cluster3,cluster3,cluster104,cluster3,cluster3,cluster56,1
PRJNA345357,cluster3,cluster3,cluster61,cluster56,cluster51,cluster6,3
PRJNA345357,cluster4,cluster5,cluster5,cluster5,cluster5,cluster5,6
PRJNA345357,cluster5,cluster3,cluster109,cluster99,cluster3,cluster3,1
PRJNA345357,cluster5,cluster51,cluster108,cluster98,cluster6,cluster34,1
PRJNA345357,cluster5,cluster62,cluster27,cluster97,cluster3,cluster3,1
PRJNA345357,cluster57,cluster84,cluster19,cluster21,cluster20,cluster6,1
PRJNA345357,cluster58,cluster46,cluster80,cluster76,cluster71,cluster55,3
PRJNA345357,cluster59,cluster3,cluster105,cluster3,cluster25,cluster3,2
PRJNA345357,cluster59,cluster3,cluster105,cluster96,cluster90,cluster3,1
PRJNA345357,cluster8,cluster24,cluster98,cluster94,cluster20,cluster6,1
PRJNA345357,cluster8,cluster38,cluster10,cluster39,cluster20,cluster26,1
PRJNA345357,cluster8,cluster42,cluster10,cluster63,cluster88,cluster6,1
PRJNA345357,cluster8,cluster42,cluster98,cluster89,cluster20,cluster6,1
PRJNA345357,cluster8,cluster87,cluster19,cluster17,cluster89,cluster6,1
PRJNA345357,cluster8,cluster88,cluster19,cluster21,cluster91,cluster58,1
PRJNA348668,cluster5,cluster6,cluster134,cluster30,cluster113,cluster6,1
PRJNA357646,cluster10,cluster14,cluster68,cluster9,cluster13,cluster5,1
PRJNA357960,cluster7,cluster5,cluster8,cluster8,cluster83,cluster5,1
PRJNA357961,cluster7,cluster5,cluster8,cluster8,cluster83,cluster5,1
PRJNA359,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,1
PRJNA359702,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,45
PRJNA359702,cluster12,cluster5,cluster95,cluster85,cluster82,cluster5,1
PRJNA359702,cluster7,cluster5,cluster8,cluster25,cluster14,cluster5,2
PRJNA362578,cluster53,cluster72,cluster93,cluster83,cluster80,cluster49,1
PRJNA363088,cluster20,cluster16,cluster33,cluster30,cluster116,cluster6,1
PRJNA363088,cluster20,cluster6,cluster33,cluster123,cluster28,cluster6,1
PRJNA363088,cluster20,cluster6,cluster33,cluster126,cluster28,cluster6,1
PRJNA363088,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,4
PRJNA363088,cluster5,cluster118,cluster57,cluster125,cluster6,cluster83,2
PRJNA363088,cluster5,cluster3,cluster110,cluster3,cluster92,cluster3,1
PRJNA363088,cluster5,cluster3,cluster27,cluster3,cluster3,cluster3,1
PRJNA363088,cluster5,cluster51,cluster135,cluster124,cluster114,cluster82,3
PRJNA363088,cluster5,cluster51,cluster135,cluster124,cluster115,cluster82,1
PRJNA369569,cluster7,cluster22,cluster24,cluster22,cluster79,cluster5,1
PRJNA374400,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,2
PRJNA379352,cluster2,cluster12,cluster12,cluster4,cluster11,cluster4,1
PRJNA380232,cluster2,cluster85,cluster12,cluster4,cluster11,cluster4,1
PRJNA381903,cluster2,cluster2,cluster92,cluster13,cluster11,cluster11,1
PRJNA38647,cluster2,cluster11,cluster11,cluster4,cluster11,cluster9,1
PRJNA386853,cluster57,cluster84,cluster19,cluster21,cluster20,cluster6,1
PRJNA387592,cluster20,cluster19,cluster98,cluster89,cluster20,cluster6,1
PRJNA387592,cluster20,cluster24,cluster10,cluster21,cluster77,cluster47,1
PRJNA387592,cluster20,cluster42,cluster10,cluster88,cluster28,cluster6,1
PRJNA387592,cluster5,cluster20,cluster57,cluster87,cluster6,cluster52,1
PRJNA387592,cluster5,cluster51,cluster57,cluster71,cluster6,cluster6,1
PRJNA387592,cluster5,cluster75,cluster32,cluster67,cluster3,none,1
PRJNA387592,cluster5,cluster76,cluster30,cluster86,cluster25,cluster3,1
PRJNA387592,cluster5,cluster78,cluster99,cluster30,cluster6,cluster53,1
PRJNA387592,cluster55,cluster77,cluster97,cluster26,cluster3,cluster3,1
PRJNA388451,cluster2,cluster2,cluster14,cluster13,cluster11,cluster46,1
PRJNA388575,cluster40,cluster74,cluster96,cluster13,cluster11,cluster51,1
PRJNA388634,cluster40,cluster74,cluster14,cluster13,cluster11,cluster11,1
PRJNA39921,cluster2,cluster4,cluster4,cluster4,cluster4,cluster4,1
PRJNA40343,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,1
PRJNA40345,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,1
PRJNA407797,cluster18,cluster79,cluster100,cluster90,cluster19,cluster18,1
PRJNA415736,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA415737,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA415739,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA415740,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA416249,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA416268,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA416272,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA416274,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA416853,cluster7,cluster5,cluster103,cluster8,cluster14,cluster5,1
PRJNA416953,cluster77,cluster117,cluster133,cluster122,cluster112,cluster81,1
PRJNA417170,cluster7,cluster5,cluster103,cluster8,cluster14,cluster5,1
PRJNA418386,cluster7,cluster36,cluster8,cluster130,cluster121,cluster5,1
PRJNA418387,cluster7,cluster124,cluster8,cluster130,cluster122,cluster5,1
PRJNA418391,cluster7,cluster36,cluster8,cluster130,cluster121,cluster5,1
PRJNA41887,cluster2,cluster2,cluster14,cluster13,cluster11,cluster11,1
PRJNA433083,cluster2,none,cluster12,cluster4,cluster11,cluster4,1
PRJNA437372,cluster7,cluster5,cluster8,cluster8,cluster83,cluster5,1
PRJNA448635,cluster8,cluster42,cluster10,cluster21,cluster20,cluster6,1
PRJNA459504,cluster18,cluster119,cluster136,cluster127,cluster19,cluster18,1
PRJNA459519,cluster18,cluster119,cluster136,cluster127,cluster19,cluster18,1
PRJNA472857,cluster3,cluster3,cluster3,cluster3,cluster3,cluster3,1
PRJNA472857,cluster60,cluster89,cluster111,cluster21,cluster93,cluster59,1
PRJNA472857,cluster60,cluster89,cluster111,cluster21,cluster93,cluster60,1
PRJNA472857,cluster60,cluster90,cluster111,cluster21,cluster94,cluster61,1
PRJNA481030,cluster2,cluster2,cluster2,cluster2,cluster2,cluster2,22
PRJNA481030,cluster2,cluster94,cluster2,cluster2,cluster2,cluster2,1
PRJNA481030,cluster2,none,cluster2,cluster2,cluster2,cluster2,1
PRJNA481030,cluster5,cluster62,cluster112,cluster3,cluster3,cluster6,1
PRJNA481030,cluster5,cluster62,cluster27,cluster99,cluster3,cluster6,3
PRJNA481030,cluster5,cluster62,cluster30,cluster3,cluster3,cluster6,1
PRJNA481030,cluster5,cluster91,cluster27,cluster100,cluster26,cluster62,1
PRJNA481030,cluster5,cluster92,cluster30,cluster26,cluster3,cluster3,1
PRJNA481030,cluster60,cluster89,cluster111,cluster21,cluster93,cluster61,1
PRJNA481030,cluster61,cluster24,cluster10,cluster21,cluster95,cluster6,1
PRJNA481030,cluster8,cluster93,cluster10,cluster21,cluster21,cluster6,1
PRJNA481034,cluster2,cluster11,cluster12,cluster62,cluster11,cluster64,6
PRJNA481034,cluster21,cluster13,cluster113,cluster12,cluster53,cluster10,31
PRJNA481034,cluster21,cluster13,cluster113,cluster12,cluster53,cluster66,5
PRJNA481034,cluster21,cluster13,cluster116,cluster12,cluster53,cluster10,1
PRJNA481034,cluster29,cluster39,cluster42,cluster40,cluster36,cluster27,1
PRJNA481034,cluster62,cluster95,cluster114,cluster101,cluster96,cluster63,2
PRJNA481034,cluster63,cluster96,cluster115,cluster102,cluster97,cluster65,1
PRJNA481034,cluster64,cluster97,cluster117,cluster103,cluster98,cluster67,2
PRJNA484265,cluster2,cluster2,cluster14,cluster13,cluster11,cluster11,1
PRJNA491790,cluster2,cluster44,cluster11,cluster15,cluster16,cluster4,1
PRJNA491792,cluster5,cluster20,cluster57,cluster71,cluster6,cluster6,1
PRJNA495613,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA496474,cluster78,cluster120,cluster137,cluster128,cluster117,cluster84,1
PRJNA505402,cluster7,cluster36,cluster162,cluster8,cluster64,cluster97,1
PRJNA505406,cluster7,cluster36,cluster5,cluster8,cluster64,cluster5,1
PRJNA507925,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,1
PRJNA51517,cluster11,cluster4,cluster16,cluster13,cluster2,cluster12,1
PRJNA51519,none,cluster4,cluster17,cluster13,cluster2,cluster12,1
PRJNA524303,cluster17,cluster26,cluster198,cluster27,cluster19,cluster17,1
PRJNA524303,cluster8,cluster29,cluster10,cluster21,cluster28,cluster21,1
PRJNA524982,cluster1,cluster136,cluster50,cluster1,cluster1,cluster1,1
PRJNA526967,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,1
PRJNA526967,cluster10,cluster14,cluster68,cluster9,cluster13,cluster5,2
PRJNA527360,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA527361,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA527363,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA527364,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA543212,cluster5,cluster3,cluster27,cluster41,cluster3,cluster3,1
PRJNA553980,cluster5,cluster20,cluster141,cluster71,cluster6,cluster6,1
PRJNA554790,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA554793,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA554828,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA554978,cluster8,cluster123,cluster10,cluster89,cluster120,cluster6,1
PRJNA554984,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA554988,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA554991,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA554994,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555000,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555004,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555007,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555009,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555015,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555018,cluster5,cluster51,cluster135,cluster124,cluster114,cluster82,1
PRJNA555019,cluster5,cluster51,cluster135,cluster124,cluster114,cluster82,1
PRJNA555021,cluster5,cluster51,cluster135,cluster124,cluster114,cluster82,1
PRJNA555023,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555025,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555029,cluster5,cluster51,cluster135,cluster124,cluster114,cluster82,1
PRJNA555031,cluster5,cluster51,cluster135,cluster124,cluster114,cluster82,1
PRJNA555032,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555193,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,1
PRJNA555195,cluster5,cluster51,cluster135,cluster124,cluster114,cluster82,1
PRJNA563568,cluster37,cluster121,cluster138,cluster129,cluster118,cluster85,1
PRJNA563568,cluster45,cluster58,cluster74,cluster65,cluster61,cluster41,1
PRJNA576872,cluster79,cluster122,cluster140,cluster18,cluster119,cluster86,1
PRJNA579470,cluster8,cluster175,cluster19,cluster178,cluster154,cluster6,1
PRJNA587608,cluster100,cluster165,cluster183,cluster172,cluster148,cluster112,1
PRJNA587608,cluster101,cluster166,cluster185,cluster173,cluster149,cluster76,1
PRJNA587608,cluster102,cluster167,cluster19,cluster89,cluster150,cluster58,1
PRJNA587608,cluster103,cluster71,cluster189,cluster175,cluster19,cluster18,1
PRJNA587608,cluster18,cluster168,cluster100,cluster174,cluster151,cluster18,1
PRJNA587608,cluster3,cluster3,cluster104,cluster3,cluster3,cluster56,1
PRJNA587608,cluster3,cluster3,cluster177,cluster56,cluster51,cluster6,11
PRJNA587608,cluster47,cluster163,cluster179,cluster170,cluster30,cluster22,27
PRJNA587608,cluster47,cluster163,cluster180,cluster170,cluster30,cluster22,1
PRJNA587608,cluster47,cluster163,cluster181,cluster170,cluster30,cluster22,1
PRJNA587608,cluster59,cluster161,cluster178,cluster3,cluster145,cluster3,5
PRJNA587608,cluster59,cluster162,cluster178,cluster3,cluster145,cluster3,1
PRJNA587608,cluster59,cluster3,cluster105,cluster3,cluster146,cluster3,1
PRJNA587608,cluster59,cluster3,cluster105,cluster3,cluster25,cluster3,8
PRJNA587608,cluster65,cluster13,cluster186,cluster114,cluster101,cluster113,2
PRJNA587608,cluster65,cluster13,cluster187,cluster114,cluster101,cluster10,2
PRJNA587608,cluster8,cluster24,cluster10,cluster89,cluster20,cluster6,1
PRJNA587608,cluster8,cluster42,cluster10,cluster89,cluster76,cluster6,3
PRJNA587608,cluster8,cluster84,cluster188,cluster17,cluster25,cluster6,1
PRJNA587608,cluster9,cluster13,cluster184,cluster106,cluster100,cluster69,2
PRJNA587608,cluster97,cluster159,cluster175,cluster168,cluster143,cluster109,2
PRJNA587608,cluster98,cluster160,cluster176,cluster169,cluster144,cluster110,2
PRJNA587608,cluster99,cluster164,cluster182,cluster171,cluster147,cluster111,1
PRJNA591322,cluster21,cluster13,cluster139,cluster105,cluster53,cluster68,1
PRJNA595961,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,3
PRJNA598713,cluster2,cluster2,cluster2,cluster2,cluster2,cluster2,1
PRJNA598713,cluster40,cluster2,cluster67,cluster13,cluster55,cluster2,1
PRJNA603636,cluster2,cluster106,cluster2,cluster113,cluster2,cluster72,2
PRJNA606080,cluster72,cluster125,cluster129,cluster131,cluster123,cluster87,1
PRJNA613155,cluster21,cluster13,cluster139,cluster105,cluster53,cluster68,1
PRJNA629284,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,6
PRJNA635552,cluster2,cluster2,cluster14,cluster13,cluster11,cluster11,1
PRJNA638121,cluster2,cluster2,cluster14,cluster13,cluster11,cluster11,1
PRJNA661162,cluster5,cluster16,cluster108,cluster71,cluster113,cluster88,1
PRJNA661174,cluster5,cluster16,cluster108,cluster71,cluster113,cluster88,1
PRJNA665156,cluster18,cluster126,cluster136,cluster127,cluster19,cluster18,1
PRJNA665156,cluster18,cluster43,cluster144,cluster133,cluster39,cluster18,1
PRJNA665156,cluster18,cluster43,cluster147,cluster136,cluster39,cluster18,1
